"id_visi","nm_visi","periode","a_aktif","created_at","updated_at","deleted_at","id_updater"
"bfc15aba-81b8-4c0d-8533-b6ef451a2748","Terwujudnya UDD dengan pelayanan Prima, produk yang aman, berkualitas dan profesional","2022","1","28/11/2022 13:22:50","28/11/2022 13:23:42",,"0c289cce-4442-4c93-8923-b9c816dd17ed"
